label,text
0,Decent food.  Comparable to Panera Bread.  Terrible service. Extremely expensive ($40 for three sandwiches and three drinks).  Unkind staff.  Impolite.
2,"I love supporting small local businesses, especially if it's Hawaii based/influenced. \nI met a few friends here for lunch and everything was good. The location, service and food was all good but nothing special. I ordered combo plate with pork and 2 pc shrimp katsu that included miso soup, 2 pc daikon and rice (rice was mushy) and I paid for a small side of curry and it all came out to $20.(If I didn't order the curry it would have been around $18).\nPlease don't get me wrong....the food here was good just not worth the price. You can get chicken katsu that also includes miso soup, cucumber sunomono and salad for $8.50 at Soho down the street!! \n\nI say come here and eat to support locals from hawaii. But if you don't want to overpay then just go to \n1. Soho down the street and order Chicken Katsu (lunch menu only).\n2. Curry Zen (spring mtn)\n3. L&L Hawaiian BBQ :)"
4,"Beautiful place. the inside was stunning! Didn't eat here just had some drinks, the tequila selection is nice and the staff is great. Definitely will come back to eat!"
3,"Another gem off the beaten path. It's in the Wal - Mart plaza. \n\nThe BBQ is actually a fusion of Hawaiian, Korean and Japanese.\n\nEverything I tried so far is pretty good and believe me I tried alot last time. Next time I think I'm just gonna go with the AYCE for 13 bucks. \n\nThis is mom and pop shop, never really seen it busy but thats probably because not many people know about it. \n\nThe Chicken Katsu was pretty good and the Bul-go-gi kinda tatse like the fake beef from yoshinoya in a GOOD way. You know you love the meat from there even if you are unsure if it's real meat sometimes. \n\nWorth checking it out."
3,"Also known as the Penalty Box. Best place to go if you want to be full and hammered for approximately $10. It's more than a dive bar! Food and drink specials every night. My favorite specials are the hamburger, tacos at $0.25 a piece, and pirogues at 15 cents a piece. Aside from the food they have a variety of cheap and craft beer, well below even the Pittsburgh drink average. Bartenders are super nice and let you have the remote to the tv. I used to watch a lot of law and order SVU here. \nEvery once in a while someone will be drunk and accidentally take your drink or offer you some coke.. Other than that his place has gotten me through so many rough times and I am grateful for its existence! I hope it never closes or changes. A true gem!"
0,"So these guys were meant to finish putting my tires on in 45 minutes, yeah? Thus my hiatus to Culver's, yeah? Hoping that on my return in 45 minutes, my car would have two brand new 255/95R18's on as they quoted, yeah? It didn't quite happen that way! \n     I strolled back from Culver's ready to drive off....but the numbers on my invoice were not the ones I paid for... they put on some tires that cost 90 bucks each, when I paid for 280 each for two!  Not sure why they did this....were they hoping that I would drive off not realizing since I'm female? ? ?"
3,"I'm pretty easy when it comes to buffets.  I only have a few requirements:  (1) a clean dining room, (2) fresh and tasty crab legs and fried chicken and (3) mind-blowingly good sweet treats.  Carnival World Buffet satisfies all three with added extras like a great dim sum and fried food section.  Loved the fried food: fried clam strips, fried shrimp, fried scallops and onion rings!! Crab legs were juicy and tasty and the fried chicken wings were great.\n\nAnd I couldn't help but come back to get more sweet treats like their mint chocolate chip gelato with warm chocolate bread pudding and their bananas foster.  \n\nHighly recommended."
2,"Munchies is okay, but it doesn't hold a candle to Yogurtland, IMHO.  On my last visit I couldn't find a flavor that I liked.  Vanilla tasted the best of all of them, and that never happens!  A lot of the flavors taste very artificial.  The friends I go there with, though, always pick up a couple of pre-packed quarts to take home, so I guess I'm in the minority.  I'm not a toppings person, except for an occasional little squirt of fudge, so I can't judge or compare those.\n\nBut Menchies is much closer to my house, and I love that they support the community, so I will continue to patronize them."
4,"We enjoy coming here for all of our ASU, Yankees, and Raiders needs. Owners are great people and Raiders fans!"
0,"RIP-OFF ALERT!!!!! Went for a little school clothes shopping - prices are way out of whack - jeans with holes for $18, faded out t-shirts for $2, AND THEN... went to pay for 5 magazines. A sign by the books clearly states: \""Magazines 29 cents\"", only @ the checkout they were marked on the back 99 cents!!! Talked to manager who just said that's their system. Won't be going back. Honesty is NOT company policy."
0,"Went on a late Tuesday afternoon. I can't imagine what this place looks like on a weekend.\n\nWouldn't it make more sense to make one side for small dogs, and the other for larger dogs? If there was a scuffle, it wouldn't be a possible death sentence? Or if the larger dogs do run a little bit, my dog wouldn't get trampled and possibly break its leg? That is my one major complaint.  If you are on the passive side, why would you bring a ball and thrower, and have a 150 pound dog. That worries me a little and doesn't really suggest a passive dog. One bad jump, or one bite, and my dog is dead or seriously injured. \n\nAlso, why are the people so.... rude and unwelcoming? I felt like I was in grade school getting picked last for kickball. No, i am not from Scottsdale. I didn't bring Poopsie or a gigantic shiz wagon that drags me along by it's leash. I'm the new girl...oooooh.\nI literally had one lady come up to me, stare, then say \""Are those dogs with you?\"" I say yes, she stares some more and then walks away. ???\nI just stood there feeling like an a-hole.\nIf I seen some girl come walking in with cute little dogs I would at least come up and BE FRIENDLY.\n\nYes it's large and somewhat clean, especially considering the sheer numbers of dogs there (some 4 to 1 person).  If you like crowds, then this is for you. I'm just not into being treated like a leper. Being around 25 dogs, and 12 snotty people that don't pay attention and use it as their social hour. The only thing this place is missing is a martini bar."
1,"Went in this Wed night to get away from the housemates. Was not in the most upbeat manner. Found the place boring. Football on all screens jukebox cut off. Bunch of old guys mostly. The rest were mostly fat couples getting wasted and guys with to much sideburns.\nThen a couple of brothers (black men) also old walked in wearing their throw back Shaft leather jackets. Totally weird crowd!\n\nThe bartender was a slim young woman that needs to go to bartending school. I watched her attempt to make cocktails with more than 2 ingredients. What a disaster! She over pours and under pours and added some ingredients like whiskey to what was suppose to be a long island!   Pours the largest straigt shoots I have ever seen and I tell you I have been to bars like in MT, WY, AK and New Orleans and not seen anything close to this size of a shoot!\n\nConsulted with some off duty guy on how to make 6 Kamikazes (ended up being 5 and she had to make another that end up being 2.5 drinks instead of 1) and together with a book they came up with a cranberry version because, get this they have no lime juice! What sorta bar in the SW opens its doors without LIMES or LIME JUICE?  The guy kept calling the drink Cosmos and I kept repeating I know the difference and the order was KAMIKAZES.  Then he brings me the book and is still pointing out Cosmos!  I verbally give the bartender the recipe for Kamikazes plus the variation for a blue one. Guy says you must make a lot of drinks! I say you want to hire me - I've got experience?\n\nI tell you if they want to keep the doors open they better get some help with bar and budget knowledge. The budget is being shoot by over pours and wrong pours and if the liquor control sees this they're certian to be busted/fined. Hey but the bartender knows how to wash glasses well so that was a relief to see.\n\nAnd it's true that drinks are about $4 though the sign says $5! LOL\nWhat an experience. I left confident in my bartending skills though I haven't poured in a month!"
0,The hostesses didn't say a word to me until I had been staring at them and tapping my foot for seven minutes while they talked with each other. Later on getting the check and then processing it each took ages. It wasn't even a full section. The food was okay...
3,"I was really worried about going on any vacation without the dogs and didn't think it was possible!\n\n I didn't want to burden family and friends. Also, I'm \""that person\""- that stresses what my dogs eat  and most of our friends \""free feed\"" commercial crap or have stuff out that may be an issue with our dogs (like kids leaving cheetos out, kids toys, pens, stuffed toys, etc) and they not realize it until it's torn to bits.\n\nOn the other hand, I am really apprehensive about leaving them to some strangers. Everyone has that nightmare thought of what if a place will neglect them and just care about the money?  \n\nAfter so much hub bub of researching and asking around, I decided to pop in with my dogs to see how they would react to the people and the place. They seemed fine so we booked out trip. \n\nThey give you a webcam address that you can access on your computer or there is a phone app to access their feed. Mind you the cameras are still and do not show the whole room so sometimes your dog may be on the fringes like mine were. Unfortunately those two were mostly on the fringes so I had to check often to even see where they are and would get a few moments of seeing them run onto screen and run back out of range. Still nice to see them and general monitor the facility. I saw people come in and sit on the couches and pet all the dogs so it was nice to see they were friendly to the dogs and the dogs were happy to see them whenever they were there. \n\nThey seem okay when we got them, but passed out as soon as we got home. Figured, even though they slept and all there it wasn't the relaxed sleep they get being next to me. \n\nI had a groupon to use with a bath and brush grooming so I asked if I can have their nails trimmed too while they get groomed. Theirs was very long and I get nervous about trying to cut my girl down short with her black nails. They didn't take much off, just the tips so it didn't feel like it was worth $8 each when at the vets they cut it down to be short.  \n\nI got their food bags back and only half their food has been used. Remember how I said I was really freakish about their food diet? Well, I measured out portions for all the days plus one extra days worth incase. They put it in a bag so I didn't see until I got home or I might have asked about it. I don't know if they weren't eating because they're nervous or that 1 cup meals was misunderstood between both and not each since I just made a big bag with both their names on it and measurement directions. \n\nWhen we picked them up, all the feedback we got from the lady was they \""did great and were fine\"". If they weren't eating then I don't think so and I should have been told as it can be useful to know in case I board them again. More details than that would have been nice since I've never boarded them there, never left them with anyone EVER. \n\nI think overall this place is decent though. I like that the camera feed is given and the access is 24/7 (some shut it after the place closes for the night). The price is just right and great value for multiples. Many places only charge PER DOG and here there are multiple dog prices. I boarded two for $45 (average in other places is $30-$40 per dog). My dogs seem to not be unhappy being there and approached staff on camera so they had to be treated well. One of my dogs is skittish and if she was not treated well by someone, she will usually space herself from that person. \n\nI will be using them again for boarding as I at least feel comfortable knowing that my dogs are okay with this place and the staff."
2,"I'm generally not a fan of waiting in line at clubs (ok, really, I'm not a fan of waiting anywhere. My natural enemy is the line.) but our group was playing things by ear that night and it landed us at Jet. We waited for about 45 minutes or so to get in but I have to say that the line was very well organized and the bouncers were very nice and tried to keep everyone in a good mood. If you are in a group of girls, of course, you can get in much faster. But being that we are nice girls we decided not to ditch our husbands (we are, after all, legally obligated to them once the trip is over) and to wait it out with them. \n\nI had always avoided going to Jet and I could never figure out why. Now having gone there I know. Its just a club. It could be anywhere. There is nothing particularly special about it in any way. I would not get bottle service here, I don't think its necessary at all. There was never a long line for the bar, and it never got to the point where it was so crowded you couldn't move. For the money that you would spend on bottle service here I would suggest you go to Tao or Tryst instead. \n\nThe music in the main room was ok, they did keep switching between pop and classic rock which tends to annoy me as I find it hard to dance to songs like Sweet Home Alabama. I enjoyed the back room where they were playing old school hip hop much, much, more and if I should ever return to Jet I would stay in that room and that room only. However, I'm not sure that I would return as I think Jet is nothing special."
1,"Note to self - yelp has a mobile app, use it!\nI wish I would have read the reviews for this place before stopping in for lunch but I was in the area and figured a chain couldn't be bad. Ha!\n\nA sign told us to seat ourselves so we did. A server stopped by and asked if we wanted something to drink. We all ordered but I almost had to argue with the server to get a root beer. She told me it was from the tap and was $4.50; she said this like she was trying to talk me out of it but she did add that I would get free refills. Ha! More on this later. She didn't give us menus and left for about five minutes. When she returned she brought menus but forgot the straws so she disappeared again. I should note that there were three servers for six occupied tables.\n\nWe finally got to order. I had the parmesan chicken sandwich. It was pretty bland. I got potato salad for a side, also bland. I tried the Philly Cheesesteak and, yep - bland. I also tried the fries. They were OK.\n\nThe server never did stop by to see if everything was OK or to refill our drinks. I waited patiently for my check and finally got up and hunted her down. She was chatting with the other servers. I got my check, paid cash so I wouldn't have to spend any more time and left. On the way out I noticed a sign that said we were entitled to a free dessert. Someone might want to mention it to the server.\n\nOverall, bland food, terrible service and an expensive root beer."
4,"My son has been going here for about 5 months. It's his first time in child care. He loves it here. The teachers are remarkable. He is learning sooo much! The school is extremely clean. The teachers are very organized and there are no behavior problems or issues with the children. Even when my son goes to kindergarten next year, I will definately make sure he gets to spend time with Ms. Chrystal and the rest of her staff."
4,One of the best if not the best ever Bone In Rib Eye Ive ever had. There wasnt a bad bite of that steak. It was cooked to perfection. Great stop on the book tour to a some what hidden away gem upstairs in Planet Hollywood.
4,"Rooms were nice and spacious, very clean, across the street is a 24 hour walgreens so if you need anything you can get it at anytime. A lot of beggers in this area around the streets and on the bridges though."
2,At least the prices are good because the parking sucks & employees aren't very helpful.
0,"My sister purchased a livingsocial voucher for me as a birthday present.\nWe both went today and both left feeling like we were better off before we went in.\n\nMy sister made the appointment a month ago and it was for a facial, massage and pedicure.  We were expecting a call to confirm the appointment yesterday but no one had called, hmmm, not very professional...\nWe went in and the majority of the \""spa\"" is a hair salon, I'm not too fond of hair salons calling themselves a \""spa\"" just because they have a couple of massage and facial rooms, but whatever, we'll see how the staff is...\n\nWe both got massages first and I got the blind lady, Evon.  I read the other yelp reviews before heading in but I had also gotten massages by blind people in China, which were awesome, so I went in with an open mind.  She was nice and had a good energy but her technique was not refined.  Her strokes were short and clumsy and I don't think she even has a massage license (I didn't have the heart to ask).  She tried getting the pressure points, but missed, she didn't really know how to get rid of my huge shoulder knot and I kind of just wanted the massage to be over.  She was quick on each of the body parts and she had this kind of timer device that she checked periodically and when she realized that there's still plenty of time left, she would find a body part to massage.  It was like child's play massage.  When I left the room, her husband wasn't sitting out in the waiting area like another yelper had mentioned before, but he was in the salon because I heard him later on.\n\nSo there was some mix up with my appointment because instead of getting a facial right after my massage, I was taken in for my pedicure.  The lady, Tanya was a little off.  She didn't have me pick out my nail color first, and she had me soaking in the water too long because she had to finish up with someone else.  My feet were so pruney that I think she cut my skin while cutting my nails but it's hard for me to tell.  She didn't ask how I liked my nails cut and made them round when I like them square.  Her painting job was amateur to say the least, there's paint all over my cuticles and skin.  She was nice but I'm paying for a service to be done properly.  My paint job was better than this one, I'm really tempted to just remove the color so I can re-do it myself.  Tanya was also talking to me for so long that she didn't watch the time and we were going over.\n\nJulie then took me in for my facial and she was very polite and professional - she apologized for the mix-up, the regular receptionist is away getting married or something, so hence the confusion.  She also apologized for Tanya and also for her daughter that had come to hang out at the salon.  Julie's facial was good, she put me to sleep at one point, so that's a good sign.\n\nI like small businesses because 90% of businesses are small businesses, however, I don't like small businesses that doesn't focus on the customer - because, hello, that's who's paying the bills!  \nGotta cater to the customers so they will come back."
2,"Just stopped in for second time this week. Ordering process went quicker. No snafus at checkout. Only had to wait a few minutes for fresh okra which they fry on order.  People before and after me had some errors in orders or  missing sides.  I did hear a lot of \""I'm sorry about that\""  but altogether seemed to go better. \n\nOrdered the 3-meat plate this time with Mac and cheese and okra.  The okra rocked! . The meat plate not so much.  Hard to decipher which was the brisket and which was pork. In my pic the upper left is the pile of fat I had to pick out before even tasting.   I may give them one more shot and that's it."
1,"Don't get me wrong... I LOVE Senor Frogs. In Mexico, but not here.. The fun was great, the dancing and the view off the patio was great. Service was okay, but took a while to get our check. The prices were outrageous, and the free \""shots\"" were only mixers with no alcohol. The Yard is priced at $24 BUT it's almost the same size as the $10 drink which the only difference is you get to keep the cup. Would I go there again? Probably not, the only thing I would do is go there to watch the Sirens show when its going on from the patio. I was sadly disappointed as it was my 30th birthday. And I have to say that both the Senor's I been to in Mexico (Mazatlan) and Ensenada and this was nothing close to either one of those...  I did not have any food, so I can't review that. Save yourself the cash and go somewhere else... And I have to add the drinks were just okay. My friend got one drink that tasted like it had too much syrup in it."
2,"A group of us stayed at the Palazzo for a trade show and saw these awesome pictures of burgers from this place.  After being at a trade show for 3 days, I was hankering for some white rice.  They have Loco Moco!! YAY!  The Poutine fries, Garbage fries, and fried Mac and Cheese were gooood.  The fried mac and cheese are these bits of fried squares of creamy goodness.  Also had the fried pickles.  Wasn't to excited about these.  They sliced the pickles lengthwise and the batter was greasy and not much flavor.  My co-workers like their burgers.  There were 6 of us so I don't remember what they ordered.  I got the Loco Moco and was disappointed.  I ordered it medium rare.  The burger was cooked on too high of heat too fast cause the edges were hard and dry and only a tiny piece was medium rare.  The rice... there bunch of crunchy pieces... yah.... hard rice... not good....  My coworker had the red velvet cheese cake.  There was the crust,  then there is a layer of red velvet cake and then cheese cake on top.  He really liked it.  I got the banana fosters cheese cake.  Is it worth the calories?  Only if there wasn't an ice cream place around. \n\n1 star for the fried mac and cheese\n1 star for the server who was quick and efficient (he knew we had to catch a flight)\n1 star for the Poutine and Garbage fries"
3,"We ate here with some of my boyfriend's hometown friends. The food  was pretty decent, all fresh-tasting Italian. The vodka pasta the other couple mostly split was well-seasoned and wonderful, but not really worth the price tag. The steak with warmed tomatoes, one of the veal dishes, and a broccolini/sweet sausage pasta dish rounded out the meal...all very good dishes, but nothing outstanding or really that memorable. I love Italian food and pasta, but Rao's was a tad overpriced. The portions were large, but the 4 of us opted to share everything \""family-style,\"" to taste more dishes...which I also HIGHLY reccomend. I think if we had all picked one dish, we either would have been bored, disappointed, or spent too much and had too much left over to order courses. \n\nThe waiter was extremely knowledgable about the food, restaurant, chef, wine, etc....but he was sort of obnoxious and in our faces and too much....It was also a little strange to me how much information he went on about...at a nicer place like that, to just assume all of the diners were idiots with an utter lack of food knowledge was a little strange. The waiter often explained dishes and items to us, like describing the different levels of doneness for steak, explaining that broccolini is bitter, etc...I think maybe a different table of people might have loved his comments better, but oh well. All in all this place was just ok, not somewhere I'd bring friends in town to, but I would absolutely eat here meeting people."
0,"Dreadful!  Went there Saturday night with a Travelzoo coupon that apparently identified us as unwelcome guests.  They sat us at the worst table ever & refused to move us even though we asked them to & there were other tables available.  We were in the middle of traffic & the table was so small that we had to put things on the floor to fit our food. The food was fair, the service was fair & the margaritas were quite tasty but I thought overpriced at $12.  The kicker was when they added an 18% tip for a party of two with no notification. We usually tip a minimum of 20% & found this insulting & a little underhanded.  We are locals & we will not be returning & will not be recommending this place."
3,"After going to Square Cafe twice during peak brunch times, I have resolved to come early in the morning, which is perfect. Nice selection of breakfast items from your sweet to savory and for reasonable prices though I feel like they have changed the menu recently so that there are less items. Anyway I don't get the name of the cafe but there are shapes (not just squares) painted on the ceiling in bold colors with local art work hanging so it is a comfortable atmosphere. \n\nThe service has been good - coffee is always filled (cups that the coffee come in are shaped interestingly cool) and the waitresses check in at reasonable times with a smile on their face. They are there to get you in and out with a full belly due to the volume of customers.\n\nI've eaten quite a few of their scrambles and omlettes along with their home fries and toast. The combinations of the flavors work well and homefries don't need any additional seasoning unless ketchup. Pancakes are fluffy and sweet, love how there is a dallop of whipped butter and whip cream. I have yet to have the french toast but my boyfriend always orders them with strawberries.\n\nThis is a staple breakfast place for us."
1,"So this is a mom and pop place in a not so great neighborhood.  We decided to give it a try since our favorite Korean place closed down and it is close to Nellis Base.  The name implies that they are known for fish and chips?  We didn't try it but maybe we should have.  The place is small ( only 5 tables).  Very amateur decor.  They were friendly enough.  They do make food as you order and only take cash.  We ordered fried wontons, egg rolls, spicy pork bulgogi, and mild beef bulgogi.  The wontons weren't Very flavorful.  The egg rolls were mushy and bland.  The bulgogi was just ok.  Barely.  We have been to Korea and this just wasn't good.  It was $40 for both of us.  A bit high for low quality.  We will continue our search for good Korean food."
0,"Take a minute to brainstorm everything you hate about Walmart.  Every generic , stereotypical thought you can come up with about this corporation.  Go ahead, I'll wait a little longer...\n\nThis Walmart embodies every single one of those stereotypes.  There is nothing good I can say about this place.  Ok, maybe one good thing: the people watching here is top notch.  Especially on a Friday night (or the 1st of the month).\n\nI have been to this Walmart 3 times.  I refuse to ever go again.  It is seriously that bad.  This is no exaggeration.  You have been warned."
1,"Pei Wei, why oh why did you think it would be smart of change your menu and the look of your original concept?  I personally think it was a bad move!  I hate that there are not many of the original items on the menu at this new, remodel.  \n\nI had the BBQ Korean dish which didnt really have much flavor and was kind of bland!  I also miss the separate line there use to be for people who called in or ordered online.  I probably won't be coming back to this location.  If I need to I will find another location that has the old items because those items are what made Pei Wei one of my favorites!"
4,"I had a gold pendant with diamonds made by Alex - simple, unusual and beautifully unique. I love one of a kind pieces and this was superb. I recommend anyone living or visiting to come to his shop in Old Town Scottsdale. Simply exquisite!"
2,"Limited menu, high prices... tasty but not filling. I probably won't go back, but that shouldn't stop you from at least trying it."
1,I guess I really just dont like buffets in this town.  The prime rib was so salty.  I would stay away just pay the extra money and hit the steak house.
2,"It's OK, I'm not going to go out of my way raving about it, but it was definitely better than Strip Burger.  At least this seems like hand pressed beef, where Stip Burger uses the preformed SYSCO patties.  The bar for me is The Great Grille from Burbank, unfortunately they are long closed due to the owner passing.  If you have your choice, go to In-N-Out or Tommys!  $40 for two including shakes, a soda, and twofer or whatever it was.  The basket of fries and rings."
4,We had a great experience here! Wonderful western decor inside and out. This was their 6th Anniversary celebration so they were blowing up tons of balloons. They brought a basket of bread with mini corn muffins and dinner rolls before the meal. My spouse ordered the French Dip and I had the Chicken pizza. His sandwich was served hot and stuffed with meat. He liked the sweet potato fries and marshmallow cinnamon dip. We both had passion tea. My pizza was made fresh and was a true artisan pizza. Very unique. It was our first time in so we were treated to cotton candy (cherry cheesecake flavor) for dessert which is quite a nice and different added touch. The portions are large so we took boxes home. Our server was Steve and he was very attentive. The manager came by and introduced himself. The place wasn't busy but there were people coming and going. Priced at about $20-30 per person depending on what is ordered. We would recommend this place to our friends & look forward to returning. No complaints means 5 stars!
3,"Slightly embarrassed to say I have never been to this place intoxicated and am still giving a 4 star review.  \n\nMy husband (a U of I grad) and I have been here 4 times over the course of the past few years and have never been disappointed aside from the less than sanitary bathrooms midday.  The least exciting menu option (in my humble opinion) is my husband's favorite, that being the hasbrown, sausage, egg, and cheese breakfast sandwich.  I try something new everytime, and I even felt compelled to buy a \""What the F\"" shirt.   Word."
4,"Recently went there with some friends for a Sunday brunch, and everything we ate was amazing.  I had the short rib benedict, and was amazed at how tender the beef was.  The bloody mary was spot on, too.\nTheir manager came over to our table to check on us, and spent some time explaining the the other things they have which we didn't order.  I guess they change their menu quite often (but please don't take away the rib benedict!)\nAll in all, a filling, tasty brunch.  Would go back."
4,This place is wonderful! We had a cast party there. The woman refilling our appetizers just overheard my friend ask if there was anything I could eat (because I'm vegetarian) and she immediately said she would bring out some vegetarian appetizers. They did the lettuce wraps and quesadilla vegetarian and they  were delicious and had a vegetarian protein source (cashews in the lettuce wrap).
1,"I'm sad right now. I wanted to like this place so badly. I wanted to have the positive experience others did and be able to happily write about it on yelp. Hubby and I went last weekend; got all dressed up, left the kids at home and took the date car. People watching was great, service was great, even our table location was great. The bar area was great. I loved the atmosphere. Did not mind it being dark at all because it was so cool inside. \nWhat was NOT great? Pretzel bread was a little stale but butter, lots of it, helped. The seafood tower was impressive, but the seafood adorning it was not so much. The Clear Lobster roll was outright INEDIBLE. Mushy, no flavor, disappointing.\nMy mambo salad was passable but nothing great.  When I asked for shrimp on top, after hearing so many great reviews about the shrimp, they gladly obliged. BUT when it came, they were overcooked and rubbery. WAH for me. Husband's steak was very good. He was gloating for sure. \nWe got two sides, the Crab Truffle Gnocchi and the peas. The gnocchi was decent but I really could only have a couple of bites due to the intense richness with nothing to offset it. The peas, while super fresh, were SWIMMING in oil. Seriously, they took great peas and drowned them to death in a sad, sad oil lake. \nThe butter cake was superb. Nothing but fond memories of that. \nSo, we spent a small fortune for a meal with one (for me) or two (for hubby) great points. \nI will not be going back. I will not be recommending. We live in Mesa, and were the first of our circle of influence to go and I am devastated to be the one steering people away due to such a lackluster first showing. \nI wonder what went wrong. So many other yelpers just love this place."
2,"Honey Bear's BBQ has a few great BBQ options. For a Phoenix BBQ joint, it is top of line in quality. I can not say as much for the service or atmosphere.\n\nAs far as basic BBQ menu options go, Honey Bear's is where it is at in Phoenix. I love their pulled pork sandwich and their sauce is fantastic. They have a great variety of sides to go along with it as well. I found their ribs meat to be delicious, however, it was pretty fatty at some parts. I have definitely had better elsewhere in the country.\n\nHoney Bear's would be a four star restaurant with a few steps in the right direction towards improving costumer service and the costumer's dining experience. First, get wait staff the goes around and ask costumers about how they are enjoying their meal and if they could get them anything else to make their meal more enjoyable. Then, remove the ads from the table and reinvest profits into the business.\n\nPro-tip: Watch where you park so your car does not get towed. And be sure to check in on yelp to redeem your offer."
1,"Mike really wanted to go to Yard House, despite bad food experiences the first two times he'd been and the fact that it was 20 miles away. Said Mike, \""Yeah, I keep giving them a chance hoping things will change.\""\n\nChuck, the first waiter, was terrific.  Great personality and just a fun guy.  When we got switched to Molly, however, mmm, not so much.  Not her fault really, but she's no Chuck.   \n\nRick's margarita was terrible and they wouldn't re-make it.  Worst was that they had an attitude about the fact it was a crappy drink. Three of us verified that it sucked. \n\nThe pizza appetizer was just ok, at best, and the Chinese something-or-other was bad as well.  As for the entrees, I had the pan seared scallops.  They were undercooked and the mosh stuff in the middle (oro pasta plus god-knows-what) wasn't very appealing either.  \n\nI absolutely would not recommend this place to any friends and if Eck insists on going back there again, I'll stage a mini-coup and vote him down."
0,"DO NOT GO HERE! Worst customer service EVER! I paid to go thru the car wash TWICE...when I got done..my car had just as many bugs on the front of it along with dirt as though I had not even gone through. Needless to say I was not happy. I asked a manager to come look and he told me that that there was nothing he could do because I didn't buy their expensive wash. I asked if I could at least have one of the paper towels they give out to try and wipe the bugs off. He said 'No', those were for people who bought the $5 wash. I was like really, I just paid $6 and you won't give me one. 'No, nothing I can do to help you.' REALLY?  Guess I'll just use the free vacuums and get washed elsewhere."
0,"Williamson Bikes is probably the worst bike store I have ever done business with (I do a lot of business with bike stores.)  I bought many bike parts and bikes from Williamson way back when they first opened, just off of Williamson Street, Del (the owner) in my opinion is as dishonest as the day is long.  He rips off customers, does dishonest \""repairs\"" and doesn't back up his service.  Glad to see this place close - fewer people will be ripped off by the highly arrogant owner."
4,"I'm giving this five stars for a few different reasons.   We did the turtle feeding experience and were very impressed. We were shown through the facility in the back area and it was very well kept.  Our guide was efficient in explaining the way everything worked and showing us the pumps, tanks, etc. We were able to talk with the aquarists about the different sea life and feeding habits. Watched them feed the sharks as well. Very informative experience. Everyone was super nice.  We even got three free pictures of ourselves feeding the turtles.   As for the aquarium it's self it was very neat. It is small and kind of expensive so look for coupons."
3,"Strip House is undoubtedly good and one of the top steak houses in Vegas, however I just don't know if I'd return.  Everything was cooked very well, our service was on the spot, and the ambiance was posh and comforting, but I just didn't get the WOW factor.\n\nWe go through the motions with our server (tap or bottled) and let him know tap is fine, order two glasses of wine, and were served bread.  All very standard in fine dining restaurants, blah.  Upon the arrival of our wines, we order our first course of either crab cakes or scallops (can't remember) and a caesar salad.  We continue on the order our entrees, a 16 oz. NY Strip and a 10 oz. filet mignon.  We also ordered three sides: whipped potatoes puree, potatoes romanoff, and black truffle creamed spinach.\n\nOur first courses arrived in a timely manner.  The salad was fresh but wasn't the best I've ever had.  And as far as I know with the seafood, it was decent, nothing to rave about.\n\nShortly, after finishing them, our steaks and sides arrive and are cooked near perfectly.  The NY Strip was juicy and flavorful!  And even though my filet was cooked medium (the way I wanted), it was a tad on the dry side with little flavor.  Our sides were very good but perhaps a little on the \""heavy\"" side.  My favorite being the whipped potatoes puree.  The spinach was very rich, creamy, and flavorful.  Though I don't recommend ordering it unless you have at least four people in your party.  The potatoes romanoff was rich as well, with a vast amount of cheddar cheese and sauteed onion.  Again, I wouldn't recommend ordering this unless your are dining with at least a group of four--too much food!\n\nStrip House has a beautiful, luxurious red interior, which is reminiscent of a 1920s red light district.  There are tons of artsy, burlesque'ish pictures of girls hanging from the walls.  For those of you who are dining alone, they do have a nice bar upon entering the restaurant equipped with a large flat screen to watch the games.  Be aware there is music spinning.  However, the music is of a modern retro beat, that is very easy to listen to.  Somehow the music fits the vibe of the restaurant, since most of the clientele is between the ages of 20s-40s.  This is definitely a restaurant to be seen in!  But like I mentioned above, the food just didn't give me the WOW factor."
2,"Surprisingly good food.  I only write \""surprisingly\"" because this place positions itself as a Vegas Style BBQ joint, and as a Las Vegas local of 17 years I know that my town isn't known for its 'cue.\n\nThe food is good with a twist of different.  To date I've sampled their pulled pork, quarter chicken (white), and the Sassy Fries.  It's certainly barbecue-y, but not in a Carolina, Memphis, or KC way... so I suppose it is appropriate to ascribe \""Vegas Style\"" to this place.\n\nTheir meat offerings are tender and well-seasoned, and the fries are mighty good, but the one thing that was a bit off-putting was the consistency of the barbecue sauce.  It was, well, watery and thin.  Good, mind you, but quite runny and transparent.\n\nThe next time I go I'm going to ask if they offer dry versions of their meat.  Unfortunately, however, I fear that wet is the only way they prepare their fare.\n\nPrice-wise, the place is pretty cheap, especially when compared to other BBQ joints I've been to around the nation.  \n\nAt any rate, I'd go back if I needed some BBQ in a pinch and didn't have time to drive several miles to Buzz BBQ on West Craig Rd.  I still prefer the way Memphians get it done in Tennessee, but nevertheless..."
3,"Been coming here since it's opened and I'm still impressed with the consistency and friendly atmosphere.  Our bartender Lori is always smiling and never ceases to amaze me with her knowledge of cocktail concoctions and ability to make them great.  The food always taste well prepared and fresh, never been disappointed."
